account_id,customer_id,account_type,branch_city,opening_date,balance_inr,account_status,nominee_registered
ACC0003727,<CUSTOMER_ID>,Savings,Bhubaneswar,3/22/2025,1207.74,Active,Yes
ACC0003728,<CUSTOMER_ID>,Savings,Surat,11/11/2025,1133.65,Active,No
ACC0003729,<CUSTOMER_ID>,Current,Ahmedabad,4/28/2018,3116.03,Active,Yes
ACC0003730,<CUSTOMER_ID>,Current,Hyderabad,3/27/2018,2039.11,Active,Yes
ACC0003731,<CUSTOMER_ID>,Savings,Surat,2/18/2026,14227.17,Active,Yes
ACC0003732,<CUSTOMER_ID>,Savings,Surat,3/9/2026,54697.33,Active,No
ACC0003733,<CUSTOMER_ID>,Salary,Chennai,11/2/2021,8210.34,Active,Yes
ACC0003734,<CUSTOMER_ID>,Savings,Gurugram,1/18/2019,3939.11,Active,No
ACC0003735,<CUSTOMER_ID>,Premium Savings,Bhubaneswar,2/8/2020,11337.62,Active,Yes
ACC0003736,<CUSTOMER_ID>,Savings,Bengaluru,8/13/2024,3673.66,Active,Yes
ACC0003737,<CUSTOMER_ID>,Savings,Bhubaneswar,4/17/2020,4458.6,Active,Yes
ACC0003738,<CUSTOMER_ID>,Savings,Kochi,3/20/2024,6538.75,Active,Yes
ACC0003739,<CUSTOMER_ID>,Salary,Lucknow,1/9/2020,12416.81,Active,No
ACC0003740,<CUSTOMER_ID>,Current,Delhi,11/27/2019,1295.46,Dormant,Yes
ACC0003741,<CUSTOMER_ID>,Salary,Nashik,2/20/2025,869.07,Closed,Yes
ACC0003742,<CUSTOMER_ID>,Savings,Kolkata,10/6/2022,3147.99,Active,Yes
ACC0003743,<CUSTOMER_ID>,Current,Bhopal,2/28/2019,14394.07,Active,Yes
ACC0003744,<CUSTOMER_ID>,Savings,Pune,3/31/2019,2014.91,Active,Yes
ACC0003745,<CUSTOMER_ID>,Current,Bhopal,10/6/2025,60944.26,Active,Yes
ACC0003746,<CUSTOMER_ID>,Savings,Kochi,3/25/2022,20687.11,Active,Yes
ACC0003747,<CUSTOMER_ID>,Savings,Chennai,3/1/2021,16919.5,Active,No
ACC0003748,<CUSTOMER_ID>,Premium Savings,Bhopal,3/8/2024,20758.92,Active,Yes
ACC0003749,<CUSTOMER_ID>,Current,Surat,2/16/2025,12954.18,Active,Yes
ACC0003750,<CUSTOMER_ID>,Salary,Lucknow,5/19/2026,14152.56,Active,Yes
ACC0003751,<CUSTOMER_ID>,Savings,Kochi,1/7/2022,31767.2,Active,Yes
ACC0003752,<CUSTOMER_ID>,Savings,Mumbai,4/5/2019,24344.03,Active,Yes
ACC0003753,<CUSTOMER_ID>,Salary,Jaipur,10/16/2017,11276.42,Active,Yes
ACC0003754,<CUSTOMER_ID>,Savings,Chandigarh,2/5/2018,67229.56,Active,Yes
ACC0003755,<CUSTOMER_ID>,Savings,Kochi,4/25/2023,8823.79,Active,Yes
ACC0003756,<CUSTOMER_ID>,Savings,Chandigarh,10/19/2017,4912.29,Active,Yes
ACC0003757,<CUSTOMER_ID>,Savings,Kochi,9/10/2021,1585.23,Active,Yes
ACC0003758,<CUSTOMER_ID>,Premium Savings,Hyderabad,10/13/2017,3660.46,Active,Yes
ACC0003759,<CUSTOMER_ID>,Savings,Delhi,9/15/2022,30411.09,Active,Yes
ACC0003760,<CUSTOMER_ID>,Premium Savings,Indore,1/22/2022,7804.66,Active,Yes
ACC0003761,<CUSTOMER_ID>,Premium Savings,Jaipur,5/5/2025,13729.23,Active,Yes
ACC0003762,<CUSTOMER_ID>,Savings,Jaipur,3/29/2026,8856.38,Active,Yes
ACC0003763,<CUSTOMER_ID>,Premium Savings,Pune,6/29/2023,2157.87,Dormant,No
ACC0003764,<CUSTOMER_ID>,Salary,Ahmedabad,7/5/2026,5902.79,Active,Yes
ACC0003765,<CUSTOMER_ID>,Salary,Mumbai,8/6/2021,3237.41,Active,Yes
ACC0003766,<CUSTOMER_ID>,Salary,Bhopal,9/29/2023,5021.31,Active,Yes
ACC0003767,<CUSTOMER_ID>,Savings,Chennai,6/29/2023,3052.1,Active,Yes
ACC0003768,<CUSTOMER_ID>,Salary,Pune,2/16/2023,13769.11,Active,Yes
ACC0003769,<CUSTOMER_ID>,Savings,Bengaluru,7/22/2020,19805.0,Closed,Yes
ACC0003770,<CUSTOMER_ID>,Current,Pune,7/5/2026,8421.32,Active,Yes
ACC0003771,<CUSTOMER_ID>,Savings,Gurugram,9/14/2025,908.19,Active,Yes
ACC0003772,<CUSTOMER_ID>,Current,Hyderabad,5/27/2024,1829.95,Active,No
ACC0003773,<CUSTOMER_ID>,Savings,Nagpur,6/4/2025,16489.98,Active,Yes
ACC0003774,<CUSTOMER_ID>,Savings,Kochi,5/18/2021,3529.41,Active,Yes
ACC0003775,<CUSTOMER_ID>,Current,Kolkata,10/26/2017,3533.47,Active,Yes
ACC0003776,<CUSTOMER_ID>,Savings,Chandigarh,10/5/2023,8741.56,Active,Yes
ACC0003777,<CUSTOMER_ID>,Current,Chennai,1/2/2020,3409.44,Active,No
ACC0003778,<CUSTOMER_ID>,Salary,Kolkata,12/5/2024,785.56,Active,No
ACC0003779,<CUSTOMER_ID>,Savings,Mumbai,2/17/2024,2931.23,Active,Yes
ACC0003780,<CUSTOMER_ID>,Current,Mumbai,8/11/2017,5197.43,Active,Yes
ACC0003781,<CUSTOMER_ID>,Current,Surat,8/22/2020,4401.5,Active,No
ACC0003782,<CUSTOMER_ID>,Salary,Nagpur,6/15/2023,17522.36,Active,Yes
ACC0003783,<CUSTOMER_ID>,Current,Surat,8/6/2018,8933.62,Active,Yes
ACC0003784,<CUSTOMER_ID>,Savings,Nashik,8/4/2024,8264.24,Active,Yes
ACC0003785,<CUSTOMER_ID>,Savings,Kolkata,1/2/2021,28928.03,Active,Yes
ACC0003786,<CUSTOMER_ID>,Premium Savings,Indore,12/18/2018,1456.75,Active,Yes
ACC0003787,<CUSTOMER_ID>,Savings,Chennai,11/27/2023,45303.25,Active,Yes
ACC0003788,<CUSTOMER_ID>,Savings,Hyderabad,3/24/2020,49840.49,Active,Yes
ACC0003789,<CUSTOMER_ID>,Premium Savings,Mumbai,5/20/2023,7135.28,Active,Yes
ACC0003790,<CUSTOMER_ID>,Savings,Gurugram,9/22/2023,5260.14,Active,Yes
ACC0003791,<CUSTOMER_ID>,Savings,Bhopal,8/18/2024,35490.06,Active,Yes
ACC0003792,<CUSTOMER_ID>,Premium Savings,Bhopal,9/5/2023,6061.84,Dormant,Yes
ACC0003793,<CUSTOMER_ID>,Current,Delhi,8/22/2017,11952.47,Active,Yes
ACC0003794,<CUSTOMER_ID>,Savings,Mumbai,4/26/2026,11003.96,Active,Yes
ACC0003795,<CUSTOMER_ID>,Savings,Kochi,9/9/2020,13878.08,Active,Yes
ACC0003796,<CUSTOMER_ID>,Savings,Mumbai,9/22/2022,2416.54,Active,Yes
ACC0003797,<CUSTOMER_ID>,Savings,Pune,12/15/2017,13144.19,Active,Yes
ACC0003798,<CUSTOMER_ID>,Savings,Jaipur,8/18/2025,3070.67,Active,Yes
ACC0003799,<CUSTOMER_ID>,Savings,Kolkata,8/13/2021,4193.15,Active,Yes
ACC0003800,<CUSTOMER_ID>,Savings,Jaipur,11/4/2018,22502.47,Active,No
ACC0003801,<CUSTOMER_ID>,Premium Savings,Chennai,10/27/2023,4657.74,Active,No
ACC0003802,<CUSTOMER_ID>,Premium Savings,Bhubaneswar,8/6/2024,4016.89,Active,Yes
ACC0003803,<CUSTOMER_ID>,Savings,Nashik,1/19/2018,10139.34,Active,No
ACC0003804,<CUSTOMER_ID>,Savings,Pune,1/4/2026,35639.51,Closed,No
ACC0003805,<CUSTOMER_ID>,Premium Savings,Ahmedabad,11/5/2024,114165.61,Active,No
ACC0003806,<CUSTOMER_ID>,Savings,Lucknow,11/2/2021,28470.63,Active,Yes
ACC0003807,<CUSTOMER_ID>,Current,Surat,12/10/2021,28059.38,Active,Yes
ACC0003808,<CUSTOMER_ID>,Salary,Ahmedabad,1/10/2019,7892.87,Active,Yes
ACC0003809,<CUSTOMER_ID>,Savings,Lucknow,3/4/2020,135330.1,Active,Yes
ACC0003810,<CUSTOMER_ID>,Savings,Nagpur,11/22/2021,10081.79,Active,Yes
ACC0003811,<CUSTOMER_ID>,Salary,Gurugram,3/9/2020,7791.6,Active,Yes
ACC0003812,<CUSTOMER_ID>,Salary,Chandigarh,1/22/2021,12344.24,Active,Yes
ACC0003813,<CUSTOMER_ID>,Savings,Chennai,2/19/2026,10838.75,Active,Yes
ACC0003814,<CUSTOMER_ID>,Salary,Lucknow,3/5/2026,1909.93,Active,Yes
ACC0003815,<CUSTOMER_ID>,Salary,Chandigarh,1/21/2026,3763.61,Active,Yes
ACC0003816,<CUSTOMER_ID>,Savings,Noida,5/12/2022,12315.73,Active,Yes
ACC0003817,<CUSTOMER_ID>,Savings,Indore,8/1/2020,3400.55,Active,Yes
ACC0003818,<CUSTOMER_ID>,Savings,Lucknow,10/13/2018,16521.36,Active,No
ACC0003819,<CUSTOMER_ID>,Salary,Nashik,5/29/2022,8430.98,Active,No
ACC0003820,<CUSTOMER_ID>,Savings,Mumbai,11/11/2017,22706.69,Active,Yes
ACC0003821,<CUSTOMER_ID>,Savings,Mumbai,2/19/2023,7071.91,Active,No
ACC0003822,<CUSTOMER_ID>,Savings,Bengaluru,4/17/2025,13764.85,Active,Yes
ACC0003823,<CUSTOMER_ID>,Savings,Bhopal,8/23/2023,1104.42,Active,Yes
ACC0003824,<CUSTOMER_ID>,Premium Savings,Bhopal,12/5/2017,1379.76,Active,Yes
ACC0003825,<CUSTOMER_ID>,Salary,Hyderabad,10/15/2023,3348.8,Active,Yes
ACC0003826,<CUSTOMER_ID>,Savings,Ahmedabad,5/4/2021,11407.26,Active,No
ACC0003827,<CUSTOMER_ID>,Salary,Lucknow,12/29/2019,3431.22,Active,Yes
ACC0003828,<CUSTOMER_ID>,Savings,Bengaluru,9/21/2021,18048.15,Active,Yes
ACC0003829,<CUSTOMER_ID>,Current,Surat,3/22/2023,12399.47,Active,Yes
ACC0003830,<CUSTOMER_ID>,Salary,Kolkata,8/24/2023,4891.99,Active,Yes
ACC0003831,<CUSTOMER_ID>,Savings,Nagpur,2/14/2022,10365.56,Active,Yes
ACC0003832,<CUSTOMER_ID>,Salary,Bhopal,12/11/2024,4971.94,Active,Yes
ACC0003833,<CUSTOMER_ID>,Current,Bhubaneswar,7/26/2025,11459.97,Active,Yes
ACC0003834,<CUSTOMER_ID>,Current,Jaipur,10/21/2018,4621.82,Active,Yes
ACC0003835,<CUSTOMER_ID>,Savings,Kochi,9/3/2023,12533.24,Active,No
ACC0003836,<CUSTOMER_ID>,Salary,Surat,1/2/2019,36195.13,Active,Yes
ACC0003837,<CUSTOMER_ID>,Salary,Ahmedabad,9/26/2017,2080.91,Closed,No
ACC0003838,<CUSTOMER_ID>,Savings,Mumbai,8/6/2024,3775.35,Active,Yes
ACC0003839,<CUSTOMER_ID>,Current,Noida,8/25/2022,3951.29,Active,Yes
ACC0003840,<CUSTOMER_ID>,Salary,Bhopal,6/11/2025,11410.1,Active,No
ACC0003841,<CUSTOMER_ID>,Salary,Gurugram,9/9/2021,20361.96,Dormant,Yes
ACC0003842,<CUSTOMER_ID>,Savings,Bhubaneswar,7/11/2019,1195.71,Active,Yes
ACC0003843,<CUSTOMER_ID>,Current,Gurugram,7/24/2024,6622.23,Active,Yes
ACC0003844,<CUSTOMER_ID>,Savings,Nashik,6/23/2021,8358.74,Active,Yes
ACC0003845,<CUSTOMER_ID>,Savings,Mumbai,7/29/2022,21377.77,Active,Yes
ACC0003846,<CUSTOMER_ID>,Savings,Indore,6/12/2023,3024.76,Active,Yes
ACC0003847,<CUSTOMER_ID>,Savings,Indore,4/11/2019,18083.97,Active,Yes
ACC0003848,<CUSTOMER_ID>,Savings,Bhopal,2/2/2022,11184.69,Active,No
ACC0003849,<CUSTOMER_ID>,Salary,Delhi,11/25/2021,57038.97,Dormant,Yes
ACC0003850,<CUSTOMER_ID>,Salary,Bhopal,9/6/2020,90519.42,Active,Yes
ACC0003851,<CUSTOMER_ID>,Savings,Bhubaneswar,8/16/2021,19446.35,Active,No
ACC0003852,<CUSTOMER_ID>,Savings,Kolkata,2/13/2024,6084.64,Active,Yes
ACC0003853,<CUSTOMER_ID>,Salary,Bhopal,9/15/2020,13901.35,Active,Yes
ACC0003854,<CUSTOMER_ID>,Savings,Pune,7/28/2020,15361.84,Active,Yes
ACC0003855,<CUSTOMER_ID>,Salary,Noida,4/21/2021,14463.59,Active,Yes
ACC0003856,<CUSTOMER_ID>,Savings,Hyderabad,7/1/2020,12866.81,Active,Yes
ACC0003857,<CUSTOMER_ID>,Premium Savings,Mumbai,1/15/2021,14582.08,Active,Yes
ACC0003858,<CUSTOMER_ID>,Current,Kochi,6/11/2022,25709.44,Active,No
ACC0003859,<CUSTOMER_ID>,Savings,Hyderabad,10/26/2017,90926.22,Active,Yes
ACC0003860,<CUSTOMER_ID>,Savings,Surat,3/3/2026,1107.34,Active,Yes
ACC0003861,<CUSTOMER_ID>,Savings,Chandigarh,6/5/2024,33850.55,Active,Yes
ACC0003862,<CUSTOMER_ID>,Salary,Chennai,12/30/2019,9468.63,Active,No
ACC0003863,<CUSTOMER_ID>,Savings,Bengaluru,4/9/2026,3398.76,Active,Yes
ACC0003864,<CUSTOMER_ID>,Savings,Mumbai,11/15/2021,1833.76,Active,Yes
ACC0003865,<CUSTOMER_ID>,Savings,Lucknow,2/7/2019,11339.67,Active,Yes
ACC0003866,<CUSTOMER_ID>,Savings,Chennai,3/11/2021,8430.59,Active,Yes
ACC0003867,<CUSTOMER_ID>,Savings,Nashik,6/9/2025,2473.56,Active,Yes
ACC0003868,<CUSTOMER_ID>,Premium Savings,Delhi,3/3/2022,7834.14,Active,Yes
ACC0003869,<CUSTOMER_ID>,Savings,Bhopal,8/7/2018,25349.11,Active,Yes
ACC0003870,<CUSTOMER_ID>,Salary,Delhi,1/1/2018,44651.96,Active,Yes
ACC0003871,<CUSTOMER_ID>,Savings,Jaipur,1/29/2018,9322.19,Active,Yes
ACC0003872,<CUSTOMER_ID>,Savings,Surat,9/3/2020,9291.73,Active,Yes
ACC0003873,<CUSTOMER_ID>,Salary,Ahmedabad,12/9/2019,16077.62,Active,No
ACC0003874,<CUSTOMER_ID>,Savings,Chennai,5/6/2023,29190.14,Active,Yes
ACC0003875,<CUSTOMER_ID>,Current,Pune,8/25/2020,9915.36,Active,Yes
ACC0003876,<CUSTOMER_ID>,Current,Noida,11/1/2019,11911.9,Active,Yes
ACC0003877,<CUSTOMER_ID>,Current,Nagpur,2/28/2020,5223.04,Active,Yes
ACC0003878,<CUSTOMER_ID>,Current,Chandigarh,3/3/2023,6812.54,Active,Yes
ACC0003879,<CUSTOMER_ID>,Current,Chandigarh,9/22/2020,4025.74,Dormant,Yes
ACC0003880,<CUSTOMER_ID>,Savings,Surat,11/3/2022,2596.43,Active,Yes
ACC0003881,<CUSTOMER_ID>,Salary,Chandigarh,4/17/2023,2152.9,Active,Yes
ACC0003882,<CUSTOMER_ID>,Savings,Nagpur,5/5/2026,3139.04,Active,No
ACC0003883,<CUSTOMER_ID>,Savings,Bhubaneswar,2/29/2020,2910.12,Active,Yes
ACC0003884,<CUSTOMER_ID>,Salary,Mumbai,9/4/2021,11255.5,Active,Yes
ACC0003885,<CUSTOMER_ID>,Current,Surat,3/2/2020,13263.37,Active,Yes
ACC0003886,<CUSTOMER_ID>,Premium Savings,Chennai,8/29/2018,5101.8,Active,Yes
ACC0003887,<CUSTOMER_ID>,Savings,Chennai,11/12/2023,3219.55,Active,Yes
ACC0003888,<CUSTOMER_ID>,Premium Savings,Bhubaneswar,12/6/2020,86420.51,Active,Yes
ACC0003889,<CUSTOMER_ID>,Current,Gurugram,7/18/2020,4988.37,Active,No
ACC0003890,<CUSTOMER_ID>,Savings,Bhopal,4/11/2024,4219.25,Active,Yes
ACC0003891,<CUSTOMER_ID>,Salary,Jaipur,7/1/2019,1436.11,Active,Yes
ACC0003892,<CUSTOMER_ID>,Premium Savings,Noida,5/9/2019,14310.0,Active,Yes
ACC0003893,<CUSTOMER_ID>,Salary,Noida,12/17/2017,59937.42,Active,No
ACC0003894,<CUSTOMER_ID>,Savings,Mumbai,1/2/2023,6598.94,Active,Yes
ACC0003895,<CUSTOMER_ID>,Savings,Bhubaneswar,8/7/2020,5532.26,Active,Yes
ACC0003896,<CUSTOMER_ID>,Savings,Mumbai,7/19/2018,10985.78,Active,Yes
ACC0003897,<CUSTOMER_ID>,Salary,Indore,3/9/2018,11364.76,Active,Yes
ACC0003898,<CUSTOMER_ID>,Salary,Indore,7/14/2018,520.52,Active,Yes
ACC0003899,<CUSTOMER_ID>,Current,Nashik,2/16/2021,16519.39,Active,No
ACC0003900,<CUSTOMER_ID>,Current,Chennai,9/5/2018,63741.19,Active,No
ACC0003901,<CUSTOMER_ID>,Current,Noida,5/23/2022,8617.04,Active,Yes
ACC0003902,<CUSTOMER_ID>,Savings,Chennai,7/19/2021,7190.14,Active,Yes
ACC0003903,<CUSTOMER_ID>,Salary,Bhopal,6/8/2025,19421.41,Active,Yes
ACC0003904,<CUSTOMER_ID>,Premium Savings,Chandigarh,6/20/2023,17043.46,Active,Yes
ACC0003905,<CUSTOMER_ID>,Salary,Lucknow,9/19/2020,9802.14,Active,No
ACC0003906,<CUSTOMER_ID>,Salary,Surat,8/26/2022,18964.72,Active,Yes
ACC0003907,<CUSTOMER_ID>,Savings,Bengaluru,1/24/2019,19981.23,Active,Yes
ACC0003908,<CUSTOMER_ID>,Savings,Kochi,10/1/2022,2229.45,Active,Yes
ACC0003909,<CUSTOMER_ID>,Savings,Mumbai,1/6/2026,2290.43,Active,Yes
ACC0003910,<CUSTOMER_ID>,Savings,Pune,7/24/2023,1957.54,Active,Yes
ACC0003911,<CUSTOMER_ID>,Savings,Hyderabad,10/21/2019,1533.13,Dormant,Yes
ACC0003912,<CUSTOMER_ID>,Current,Kolkata,12/10/2025,19762.74,Active,Yes
ACC0003913,<CUSTOMER_ID>,Salary,Chennai,12/16/2018,19814.6,Active,Yes
ACC0003914,<CUSTOMER_ID>,Salary,Lucknow,4/14/2018,13260.39,Active,Yes
ACC0003915,<CUSTOMER_ID>,Savings,Mumbai,8/1/2023,50418.9,Active,No
ACC0003916,<CUSTOMER_ID>,Savings,Chandigarh,9/21/2021,5772.29,Active,Yes
ACC0003917,<CUSTOMER_ID>,Savings,Chennai,3/20/2026,3793.39,Active,Yes
ACC0003918,<CUSTOMER_ID>,Salary,Kolkata,9/27/2021,9273.37,Active,Yes
ACC0003919,<CUSTOMER_ID>,Salary,Kochi,5/19/2018,28461.67,Active,Yes
ACC0003920,<CUSTOMER_ID>,Savings,Kolkata,4/4/2022,4230.54,Active,No
ACC0003921,<CUSTOMER_ID>,Savings,Pune,4/24/2025,68612.7,Active,Yes
ACC0003922,<CUSTOMER_ID>,Savings,Bhopal,12/30/2023,7488.46,Active,Yes
ACC0003923,<CUSTOMER_ID>,Savings,Jaipur,12/24/2020,14246.62,Active,Yes
ACC0003924,<CUSTOMER_ID>,Savings,Kochi,11/5/2023,9689.98,Dormant,No
ACC0003925,<CUSTOMER_ID>,Savings,Mumbai,9/23/2021,5236.0,Active,Yes
ACC0003926,<CUSTOMER_ID>,Current,Nagpur,1/11/2026,22055.54,Active,No
ACC0003927,<CUSTOMER_ID>,Savings,Mumbai,5/2/2019,500.0,Active,Yes
ACC0003928,<CUSTOMER_ID>,Savings,Ahmedabad,1/22/2018,5583.25,Active,Yes
ACC0003929,<CUSTOMER_ID>,Savings,Indore,12/19/2019,19433.33,Active,Yes
ACC0003930,<CUSTOMER_ID>,Savings,Noida,3/10/2023,1640.95,Active,No
ACC0003931,<CUSTOMER_ID>,Savings,Nagpur,8/15/2017,3748.25,Closed,Yes
ACC0003932,<CUSTOMER_ID>,Savings,Ahmedabad,11/30/2022,4710.48,Active,Yes
ACC0003933,<CUSTOMER_ID>,Salary,Gurugram,7/28/2020,5636.03,Active,No
ACC0003934,<CUSTOMER_ID>,Salary,Gurugram,12/28/2018,4177.26,Active,Yes
ACC0003935,<CUSTOMER_ID>,Savings,Nashik,6/28/2018,2642.6,Active,Yes
ACC0003936,<CUSTOMER_ID>,Savings,Kolkata,11/30/2019,7494.5,Active,Yes
ACC0003937,<CUSTOMER_ID>,Current,Indore,9/25/2023,19655.79,Active,Yes
ACC0003938,<CUSTOMER_ID>,Savings,Indore,9/26/2022,12341.7,Active,Yes
ACC0003939,<CUSTOMER_ID>,Savings,Indore,1/11/2020,25071.31,Active,Yes
ACC0003940,<CUSTOMER_ID>,Savings,Noida,11/12/2019,6498.73,Active,Yes
ACC0003941,<CUSTOMER_ID>,Savings,Ahmedabad,1/6/2023,32373.69,Active,Yes
ACC0003942,<CUSTOMER_ID>,Savings,Pune,4/14/2026,1991.65,Dormant,Yes
ACC0003943,<CUSTOMER_ID>,Savings,Delhi,5/3/2020,34281.46,Active,Yes
ACC0003944,<CUSTOMER_ID>,Current,Delhi,11/24/2021,26941.25,Active,Yes
ACC0003945,<CUSTOMER_ID>,Savings,Chandigarh,11/6/2023,1428.83,Active,Yes
ACC0003946,<CUSTOMER_ID>,Savings,Jaipur,3/25/2022,13560.92,Active,Yes
ACC0003947,<CUSTOMER_ID>,Current,Ahmedabad,10/25/2022,7052.39,Dormant,Yes
ACC0003948,<CUSTOMER_ID>,Salary,Ahmedabad,1/4/2024,7209.59,Active,Yes
ACC0003949,<CUSTOMER_ID>,Savings,Kolkata,5/5/2021,8713.49,Active,Yes
ACC0003950,<CUSTOMER_ID>,Savings,Nashik,2/6/2021,4100.16,Active,Yes
ACC0003951,<CUSTOMER_ID>,Savings,Nagpur,3/16/2024,22758.06,Active,Yes
ACC0003952,<CUSTOMER_ID>,Savings,Delhi,11/17/2023,8139.61,Active,Yes
ACC0003953,<CUSTOMER_ID>,Premium Savings,Hyderabad,4/26/2022,2351.68,Active,Yes
ACC0003954,<CUSTOMER_ID>,Savings,Indore,11/26/2021,7774.42,Active,Yes
ACC0003955,<CUSTOMER_ID>,Salary,Delhi,9/18/2021,4809.61,Active,Yes
ACC0003956,<CUSTOMER_ID>,Savings,Mumbai,5/8/2020,15954.33,Active,Yes
ACC0003957,<CUSTOMER_ID>,Current,Noida,2/12/2024,1906.89,Active,Yes
ACC0003958,<CUSTOMER_ID>,Savings,Kochi,4/16/2022,73352.54,Active,Yes
ACC0003959,<CUSTOMER_ID>,Current,Pune,2/5/2018,9251.87,Active,Yes
ACC0003960,<CUSTOMER_ID>,Current,Chandigarh,3/22/2020,2080.01,Active,No
ACC0003961,<CUSTOMER_ID>,Savings,Delhi,4/30/2018,6489.24,Active,No
ACC0003962,<CUSTOMER_ID>,Savings,Jaipur,2/20/2023,4765.37,Active,No
ACC0003963,<CUSTOMER_ID>,Premium Savings,Noida,4/14/2023,3379.43,Active,No
ACC0003964,<CUSTOMER_ID>,Premium Savings,Ahmedabad,1/21/2019,12933.26,Active,Yes
ACC0003965,<CUSTOMER_ID>,Savings,Noida,3/15/2018,94230.87,Active,Yes
ACC0003966,<CUSTOMER_ID>,Savings,Nagpur,10/27/2023,63343.22,Active,Yes
ACC0003967,<CUSTOMER_ID>,Current,Nagpur,2/6/2025,10111.48,Active,No
ACC0003968,<CUSTOMER_ID>,Premium Savings,Bhubaneswar,3/12/2024,3433.45,Active,Yes
ACC0003969,<CUSTOMER_ID>,Salary,Pune,5/3/2023,11024.67,Active,Yes
ACC0003970,<CUSTOMER_ID>,Salary,Lucknow,11/5/2017,18249.45,Active,Yes
ACC0003971,<CUSTOMER_ID>,Savings,Bengaluru,6/23/2020,10137.41,Active,Yes
ACC0003972,<CUSTOMER_ID>,Savings,Indore,7/17/2023,18390.56,Active,Yes
ACC0003973,<CUSTOMER_ID>,Savings,Ahmedabad,10/20/2018,13204.04,Active,Yes
ACC0003974,<CUSTOMER_ID>,Savings,Chandigarh,5/12/2021,11082.85,Active,Yes
ACC0003975,<CUSTOMER_ID>,Salary,Nagpur,12/1/2020,2126.36,Active,Yes
ACC0003976,<CUSTOMER_ID>,Savings,Kolkata,11/4/2023,7020.74,Active,Yes
ACC0003977,<CUSTOMER_ID>,Current,Kochi,12/28/2021,66298.08,Active,Yes
ACC0003978,<CUSTOMER_ID>,Salary,Delhi,2/26/2018,13886.55,Active,Yes
ACC0003979,<CUSTOMER_ID>,Savings,Indore,9/21/2025,29295.81,Active,Yes
ACC0003980,<CUSTOMER_ID>,Savings,Chennai,7/7/2026,74047.27,Active,Yes
ACC0003981,<CUSTOMER_ID>,Savings,Lucknow,5/12/2022,2214.62,Active,Yes
ACC0003982,<CUSTOMER_ID>,Current,Chennai,12/5/2025,141348.43,Active,Yes
ACC0003983,<CUSTOMER_ID>,Salary,Nashik,11/25/2025,23633.51,Active,Yes
ACC0003984,<CUSTOMER_ID>,Premium Savings,Noida,3/2/2023,29093.97,Dormant,Yes
ACC0003985,<CUSTOMER_ID>,Salary,Nagpur,6/2/2022,3877.18,Active,Yes
ACC0003986,<CUSTOMER_ID>,Savings,Delhi,4/11/2026,17972.97,Active,Yes
ACC0003987,<CUSTOMER_ID>,Savings,Indore,7/23/2021,3356.41,Active,Yes
ACC0003988,<CUSTOMER_ID>,Savings,Bhopal,9/26/2022,9552.75,Active,Yes
ACC0003989,<CUSTOMER_ID>,Savings,Hyderabad,12/14/2020,11737.22,Active,Yes
ACC0003990,<CUSTOMER_ID>,Savings,Mumbai,5/27/2025,6231.1,Active,Yes
ACC0003991,<CUSTOMER_ID>,Savings,Surat,6/10/2018,28728.78,Active,Yes
ACC0003992,<CUSTOMER_ID>,Salary,Chennai,2/16/2019,4573.99,Active,Yes
ACC0003993,<CUSTOMER_ID>,Savings,Chennai,3/22/2022,885.91,Active,Yes
ACC0003994,<CUSTOMER_ID>,Savings,Ahmedabad,8/20/2019,6197.22,Dormant,Yes
ACC0003995,<CUSTOMER_ID>,Savings,Bengaluru,1/16/2022,32172.95,Active,Yes
ACC0003996,<CUSTOMER_ID>,Salary,Bhopal,10/7/2019,120751.37,Active,Yes
ACC0003997,<CUSTOMER_ID>,Savings,Lucknow,5/14/2025,34450.36,Active,Yes
ACC0003998,<CUSTOMER_ID>,Savings,Ahmedabad,7/30/2018,26201.12,Active,Yes
ACC0003999,<CUSTOMER_ID>,Savings,Chandigarh,4/5/2022,5342.63,Active,Yes
ACC0004000,<CUSTOMER_ID>,Savings,Bhubaneswar,10/12/2023,102108.83,Active,No
ACC0004001,<CUSTOMER_ID>,Premium Savings,Nashik,9/20/2020,17201.17,Active,Yes
ACC0004002,<CUSTOMER_ID>,Savings,Bhubaneswar,10/31/2025,17955.53,Active,No
ACC0004003,<CUSTOMER_ID>,Premium Savings,Gurugram,7/30/2018,16172.07,Active,No
ACC0004004,<CUSTOMER_ID>,Premium Savings,Lucknow,3/13/2024,2266.33,Dormant,Yes
ACC0004005,<CUSTOMER_ID>,Savings,Chandigarh,6/14/2024,12360.7,Active,Yes
ACC0004006,<CUSTOMER_ID>,Savings,Chennai,6/18/2026,1635.76,Active,Yes
ACC0004007,<CUSTOMER_ID>,Savings,Surat,7/14/2020,20124.2,Active,Yes
ACC0004008,<CUSTOMER_ID>,Savings,Gurugram,1/9/2024,11729.0,Active,Yes
ACC0004009,<CUSTOMER_ID>,Savings,Chennai,5/29/2019,4043.22,Active,Yes
ACC0004010,<CUSTOMER_ID>,Salary,Kochi,11/12/2024,27968.85,Active,Yes
ACC0004011,<CUSTOMER_ID>,Savings,Bhubaneswar,10/23/2023,5463.05,Active,Yes
ACC0004012,<CUSTOMER_ID>,Salary,Kolkata,2/5/2018,5610.04,Active,Yes
